"DATE","BOROUGH","ZIP.CODE","LATITUDE","LONGITUDE","PERSONS.INJURED","PERSONS.KILLED","VEHICLE.1.TYPE","VEHICLE.2.TYPE","VEHICLE.1.FACTOR","VEHICLE.2.FACTOR","VEHICLE.3.FACTOR","VEHICLE.4.FACTOR","VEHICLE.5.FACTOR","day","month","hour","Classify"
2015-04-06,"BROOKLYN",11206,40.701798,-73.940546,2,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","DRIVER INATTENTION/DISTRACTION","DRIVER INATTENTION/DISTRACTION","UNSPECIFIED","","","Mon","Apr",7,"INJURED"
2015-04-06,"BROOKLYN",11207,40.6745515,-73.8954996,0,0,"SPORT UTILITY/STATION WAGON","LARGE COM VEH(6 OR MORE TIRES)","UNSPECIFIED","UNSPECIFIED","","","","Mon","Apr",7,"SAFE"
2015-04-06,"BROOKLYN",11232,40.6565493,-74.002094,0,0,"LARGE COM VEH(6 OR MORE TIRES)","PASSENGER VEHICLE","BACKING UNSAFELY","UNSPECIFIED","","","","Mon","Apr",7,"SAFE"
2015-04-06,"BRONX",10475,40.8859908,-73.827914,0,0,"SPORT UTILITY/STATION WAGON","PASSENGER VEHICLE","PRESCRIPTION MEDICATION","TURNING IMPROPERLY","","","","Mon","Apr",7,"SAFE"
2015-04-06,"STATEN ISLAND",10310,40.6278216,-74.1212583,0,0,"SPORT UTILITY/STATION WAGON","PASSENGER VEHICLE","OTHER VEHICULAR","UNSPECIFIED","","","","Mon","Apr",7,"SAFE"
2015-04-06,"BROOKLYN",11222,40.7270994,-73.9526858,0,0,"PASSENGER VEHICLE","VAN","UNSPECIFIED","UNSPECIFIED","","","","Mon","Apr",7,"SAFE"
2015-04-06,"BROOKLYN",11207,40.6781627,-73.8974769,0,0,"TAXI","VAN","UNSPECIFIED","UNSPECIFIED","","","","Mon","Apr",7,"SAFE"
2015-04-06,"BROOKLYN",11215,40.6680296,-73.9839446,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","UNSPECIFIED","","","Mon","Apr",7,"SAFE"
2015-04-06,"MANHATTAN",10018,40.755207,-73.996654,0,0,"SPORT UTILITY/STATION WAGON","OTHER","BACKING UNSAFELY","UNSPECIFIED","","","","Mon","Apr",8,"SAFE"
2015-04-06,"QUEENS",11101,40.7375371,-73.9299449,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","DRIVER INATTENTION/DISTRACTION","UNSPECIFIED","UNSPECIFIED","","","Mon","Apr",8,"SAFE"
2015-04-06,"QUEENS",11101,40.7450696,-73.93635,1,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","UNSPECIFIED","","","","","Mon","Apr",8,"INJURED"
2015-04-06,"BROOKLYN",11234,40.6211154,-73.9310181,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","DRIVER INATTENTION/DISTRACTION","BACKING UNSAFELY","","","","Mon","Apr",8,"SAFE"
2015-04-06,"STATEN ISLAND",10305,40.5907529,-74.0883648,0,0,"VAN","OTHER","UNSPECIFIED","","","","","Mon","Apr",8,"SAFE"
2015-04-06,"MANHATTAN",10009,40.7291568,-73.9752706,0,0,"PASSENGER VEHICLE","","FATIGUED/DROWSY","FATIGUED/DROWSY","","","","Mon","Apr",8,"SAFE"
2015-04-06,"BROOKLYN",11226,40.6444632,-73.9479121,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","FAILURE TO YIELD RIGHT-OF-WAY","UNSPECIFIED","","","","Mon","Apr",8,"SAFE"
2015-04-06,"BRONX",10454,40.8128929,-73.9201189,0,0,"PASSENGER VEHICLE","","BRAKES DEFECTIVE","","","","","Mon","Apr",8,"SAFE"
2015-04-06,"QUEENS",11377,40.7346323,-73.9057361,1,0,"OTHER","SPORT UTILITY/STATION WAGON","DRIVER INATTENTION/DISTRACTION","UNSPECIFIED","UNSPECIFIED","UNSPECIFIED","","Mon","Apr",8,"INJURED"
2015-04-06,"MANHATTAN",10010,40.7441866,-73.9918693,0,0,"PASSENGER VEHICLE","VAN","DRIVER INATTENTION/DISTRACTION","UNSPECIFIED","","","","Mon","Apr",8,"SAFE"
2015-04-06,"MANHATTAN",10065,40.7608574,-73.9610689,0,0,"PASSENGER VEHICLE","VAN","OTHER VEHICULAR","LOST CONSCIOUSNESS","","","","Mon","Apr",8,"SAFE"
2015-04-06,"BROOKLYN",11232,40.6632629,-73.9951087,0,0,"VAN","VAN","UNSPECIFIED","UNSPECIFIED","","","","Mon","Apr",8,"SAFE"
2015-04-06,"MANHATTAN",10075,40.7720736,-73.9499388,0,0,"TAXI","SPORT UTILITY/STATION WAGON","OTHER VEHICULAR","DRIVER INATTENTION/DISTRACTION","","","","Mon","Apr",8,"SAFE"
2015-04-06,"BRONX",10475,40.8859908,-73.827914,0,0,"SPORT UTILITY/STATION WAGON","VAN","UNSPECIFIED","UNSPECIFIED","","","","Mon","Apr",8,"SAFE"
2015-04-06,"MANHATTAN",10011,40.7347834,-73.9987154,0,0,"PASSENGER VEHICLE","","UNSPECIFIED","UNSPECIFIED","","","","Mon","Apr",9,"SAFE"
2015-04-06,"BROOKLYN",11226,40.6500815,-73.9610074,1,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","","","","Mon","Apr",9,"INJURED"
2015-04-06,"BRONX",10456,40.8307375,-73.910489,0,0,"LIVERY VEHICLE","SPORT UTILITY/STATION WAGON","BACKING UNSAFELY","","","","","Mon","Apr",9,"SAFE"
2015-04-06,"STATEN ISLAND",10306,40.580209,-74.0997412,1,0,"PASSENGER VEHICLE","OTHER","UNSPECIFIED","UNSPECIFIED","UNSPECIFIED","","","Mon","Apr",9,"INJURED"
2015-04-06,"BRONX",10466,40.8826316,-73.8395095,0,0,"UNKNOWN","UNKNOWN","UNSPECIFIED","UNSPECIFIED","","","","Mon","Apr",9,"SAFE"
2015-04-06,"BROOKLYN",11222,40.729879,-73.9575944,0,0,"OTHER","","BACKING UNSAFELY","","","","","Mon","Apr",9,"SAFE"
2015-04-06,"QUEENS",11385,40.7003674,-73.9066176,0,0,"OTHER","OTHER","UNSPECIFIED","","","","","Mon","Apr",9,"SAFE"
2015-04-06,"QUEENS",11433,40.6893148,-73.7873325,0,0,"SPORT UTILITY/STATION WAGON","SPORT UTILITY/STATION WAGON","BACKING UNSAFELY","UNSPECIFIED","","","","Mon","Apr",9,"SAFE"
2015-04-06,"BRONX",10465,40.8782895,-73.8700582,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","","","","Mon","Apr",9,"SAFE"
2015-04-06,"MANHATTAN",10016,40.7470784,-73.9813415,0,0,"SPORT UTILITY/STATION WAGON","UNKNOWN","OTHER VEHICULAR","UNSPECIFIED","","","","Mon","Apr",9,"SAFE"
2015-04-06,"BRONX",10453,40.8468783,-73.9206057,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","OTHER VEHICULAR","TURNING IMPROPERLY","","","","Mon","Apr",9,"SAFE"
2015-04-06,"BROOKLYN",11231,40.6821222,-74.0073047,1,0,"PASSENGER VEHICLE","SPORT UTILITY/STATION WAGON","BACKING UNSAFELY","UNSPECIFIED","","","","Mon","Apr",9,"INJURED"
2015-04-06,"MANHATTAN",10028,40.7739779,-73.948551,0,0,"PASSENGER VEHICLE","SPORT UTILITY/STATION WAGON","OTHER VEHICULAR","OTHER VEHICULAR","","","","Mon","Apr",9,"SAFE"
2015-04-06,"MANHATTAN",10010,40.7401151,-73.9822131,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","","","","Mon","Apr",9,"SAFE"
2015-04-06,"MANHATTAN",10019,40.7690047,-73.99235,0,0,"PASSENGER VEHICLE","SPORT UTILITY/STATION WAGON","DRIVER INATTENTION/DISTRACTION","UNSPECIFIED","","","","Mon","Apr",9,"SAFE"
2015-04-06,"BROOKLYN",11208,40.6701999,-73.86776,0,0,"PASSENGER VEHICLE","UNKNOWN","DRIVER INEXPERIENCE","","","","","Mon","Apr",9,"SAFE"
2015-04-06,"MANHATTAN",10017,40.7566543,-73.9785667,0,0,"TAXI","SPORT UTILITY/STATION WAGON","FAILURE TO YIELD RIGHT-OF-WAY","UNSPECIFIED","","","","Mon","Apr",9,"SAFE"
2015-04-06,"MANHATTAN",10024,40.785171,-73.9731337,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","","","","Mon","Apr",9,"SAFE"
2015-04-06,"BRONX",10467,40.8654067,-73.8683697,0,0,"PASSENGER VEHICLE","UNKNOWN","UNSPECIFIED","UNSPECIFIED","","","","Mon","Apr",9,"SAFE"
2015-04-06,"BROOKLYN",11215,40.6661692,-73.9888076,0,0,"OTHER","OTHER","UNSPECIFIED","UNSPECIFIED","","","","Mon","Apr",9,"SAFE"
2015-04-06,"MANHATTAN",10038,40.7134676,-73.9985824,0,0,"OTHER","","UNSPECIFIED","","","","","Mon","Apr",9,"SAFE"
2015-04-06,"QUEENS",11101,40.7376745,-73.930237,0,0,"PASSENGER VEHICLE","LIVERY VEHICLE","DRIVER INATTENTION/DISTRACTION","UNSPECIFIED","","","","Mon","Apr",9,"SAFE"
2015-04-06,"MANHATTAN",10024,40.788358,-73.9745227,0,0,"PASSENGER VEHICLE","SPORT UTILITY/STATION WAGON","DRIVER INATTENTION/DISTRACTION","FAILURE TO YIELD RIGHT-OF-WAY","","","","Mon","Apr",9,"SAFE"
2015-04-06,"BROOKLYN",11226,40.6487213,-73.9649038,0,0,"PASSENGER VEHICLE","UNKNOWN","AGGRESSIVE DRIVING/ROAD RAGE","UNSPECIFIED","","","","Mon","Apr",9,"SAFE"
2015-04-06,"BROOKLYN",11212,40.6670963,-73.9227518,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","","","","Mon","Apr",9,"SAFE"
2015-04-07,"QUEENS",11101,40.7450696,-73.93635,2,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","FATIGUED/DROWSY","UNSPECIFIED","","","","Tue","Apr",0,"INJURED"
2015-04-07,"QUEENS",11106,40.7596718,-73.9272468,2,0,"PASSENGER VEHICLE","TAXI","DRIVER INATTENTION/DISTRACTION","UNSPECIFIED","","","","Tue","Apr",0,"INJURED"
2015-04-07,"BROOKLYN",11226,40.6523139,-73.9560111,0,0,"SPORT UTILITY/STATION WAGON","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","","","","Tue","Apr",0,"SAFE"
2015-04-07,"QUEENS",11101,40.7522294,-73.9391006,0,0,"SPORT UTILITY/STATION WAGON","SPORT UTILITY/STATION WAGON","PRESCRIPTION MEDICATION","PRESCRIPTION MEDICATION","","","","Tue","Apr",0,"SAFE"
2015-04-07,"STATEN ISLAND",10301,40.6425035,-74.098202,0,0,"PASSENGER VEHICLE","UNKNOWN","UNSPECIFIED","UNSPECIFIED","","","","Tue","Apr",0,"SAFE"
2015-04-07,"BRONX",10461,40.8533525,-73.8308903,0,0,"PASSENGER VEHICLE","UNKNOWN","DRIVER INATTENTION/DISTRACTION","DRIVER INATTENTION/DISTRACTION","","","","Tue","Apr",0,"SAFE"
2015-04-07,"MANHATTAN",10022,40.759308,-73.9652931,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","LOST CONSCIOUSNESS","UNSPECIFIED","","","","Tue","Apr",0,"SAFE"
2015-04-07,"MANHATTAN",10011,40.7386864,-73.9958754,0,0,"SPORT UTILITY/STATION WAGON","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","","","","Tue","Apr",0,"SAFE"
2015-04-07,"BROOKLYN",11223,40.6088143,-73.9729958,0,0,"PASSENGER VEHICLE","","BACKING UNSAFELY","UNSPECIFIED","","","","Tue","Apr",0,"SAFE"
2015-04-07,"BROOKLYN",11201,40.6959932,-73.983213,0,0,"PASSENGER VEHICLE","MOTORCYCLE","AGGRESSIVE DRIVING/ROAD RAGE","UNSPECIFIED","","","","Tue","Apr",10,"SAFE"
2015-04-07,"MANHATTAN",10128,40.7808011,-73.9546299,0,0,"LIVERY VEHICLE","OTHER","UNSPECIFIED","UNSPECIFIED","","","","Tue","Apr",10,"SAFE"
2015-04-07,"BRONX",10462,40.834597,-73.8610116,0,0,"PASSENGER VEHICLE","UNKNOWN","AGGRESSIVE DRIVING/ROAD RAGE","UNSPECIFIED","","","","Tue","Apr",10,"SAFE"
2015-04-07,"MANHATTAN",10027,40.8107645,-73.9525902,0,0,"SPORT UTILITY/STATION WAGON","VAN","FATIGUED/DROWSY","UNSPECIFIED","","","","Tue","Apr",10,"SAFE"
2015-04-07,"BRONX",10475,40.8900764,-73.8198489,0,0,"SMALL COM VEH(4 TIRES)","PASSENGER VEHICLE","DRIVER INATTENTION/DISTRACTION","UNSPECIFIED","","","","Tue","Apr",10,"SAFE"
2015-04-07,"MANHATTAN",10009,40.7287686,-73.9844314,0,0,"TAXI","SPORT UTILITY/STATION WAGON","UNSPECIFIED","UNSPECIFIED","","","","Tue","Apr",10,"SAFE"
2015-04-07,"STATEN ISLAND",10312,40.553159,-74.1957132,0,0,"PASSENGER VEHICLE","OTHER","VIEW OBSTRUCTED/LIMITED","UNSPECIFIED","","","","Tue","Apr",10,"SAFE"
2015-04-07,"BROOKLYN",11215,40.6783447,-73.9854275,0,0,"PASSENGER VEHICLE","UNKNOWN","UNSPECIFIED","UNSPECIFIED","","","","Tue","Apr",10,"SAFE"
2015-04-07,"MANHATTAN",10001,40.754584,-73.9991446,0,0,"SPORT UTILITY/STATION WAGON","SPORT UTILITY/STATION WAGON","TURNING IMPROPERLY","UNSPECIFIED","","","","Tue","Apr",10,"SAFE"
2015-04-07,"QUEENS",11378,40.7193492,-73.9123197,0,0,"PASSENGER VEHICLE","OTHER","UNSPECIFIED","UNSPECIFIED","","","","Tue","Apr",10,"SAFE"
2015-04-07,"MANHATTAN",10065,40.7659833,-73.9654448,0,0,"SPORT UTILITY/STATION WAGON","PASSENGER VEHICLE","OUTSIDE CAR DISTRACTION","OUTSIDE CAR DISTRACTION","","","","Tue","Apr",10,"SAFE"
2015-04-07,"BROOKLYN",11203,40.6563606,-73.9347839,0,0,"PASSENGER VEHICLE","UNKNOWN","UNSPECIFIED","UNSPECIFIED","","","","Tue","Apr",10,"SAFE"
2015-04-07,"MANHATTAN",10065,40.7662396,-73.9602318,0,0,"LIVERY VEHICLE","PASSENGER VEHICLE","FATIGUED/DROWSY","TURNING IMPROPERLY","","","","Tue","Apr",10,"SAFE"
2015-04-07,"QUEENS",11368,40.7553365,-73.8432452,0,0,"UNKNOWN","PASSENGER VEHICLE","LOST CONSCIOUSNESS","UNSPECIFIED","","","","Tue","Apr",10,"SAFE"
2015-04-07,"BROOKLYN",11217,40.6858684,-73.9882887,0,0,"PASSENGER VEHICLE","SPORT UTILITY/STATION WAGON","OBSTRUCTION/DEBRIS","UNSPECIFIED","","","","Tue","Apr",10,"SAFE"
2015-04-07,"BRONX",10463,40.882812,-73.9131023,0,0,"SPORT UTILITY/STATION WAGON","PASSENGER VEHICLE","TRAFFIC CONTROL DISREGARDED","UNSPECIFIED","UNSPECIFIED","","","Tue","Apr",11,"SAFE"
2015-04-07,"BROOKLYN",11226,40.6550478,-73.9563012,0,0,"PASSENGER VEHICLE","LARGE COM VEH(6 OR MORE TIRES)","UNSPECIFIED","","","","","Tue","Apr",11,"SAFE"
2015-04-07,"MANHATTAN",10021,40.7730528,-73.9624012,0,0,"PICK-UP TRUCK","PASSENGER VEHICLE","TURNING IMPROPERLY","TURNING IMPROPERLY","","","","Tue","Apr",11,"SAFE"
2015-04-07,"QUEENS",11379,40.7146101,-73.8971178,0,0,"SMALL COM VEH(4 TIRES)","UNKNOWN","UNSPECIFIED","UNSPECIFIED","","","","Tue","Apr",11,"SAFE"
2015-04-07,"QUEENS",11423,40.7173665,-73.7621535,0,0,"PASSENGER VEHICLE","UNKNOWN","UNSPECIFIED","UNSPECIFIED","","","","Tue","Apr",11,"SAFE"
2015-04-07,"QUEENS",11357,40.7829977,-73.8085366,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","FATIGUED/DROWSY","UNSPECIFIED","","","","Tue","Apr",11,"SAFE"
2015-04-07,"MANHATTAN",10003,40.734034,-73.9950494,0,0,"UNKNOWN","","UNSPECIFIED","","","","","Tue","Apr",11,"SAFE"
2015-04-07,"MANHATTAN",10025,40.7978156,-73.9713371,0,0,"PASSENGER VEHICLE","SMALL COM VEH(4 TIRES)","DRIVER INATTENTION/DISTRACTION","LOST CONSCIOUSNESS","","","","Tue","Apr",11,"SAFE"
2015-04-07,"MANHATTAN",10001,40.7445322,-73.9888703,0,0,"PASSENGER VEHICLE","PICK-UP TRUCK","DRIVER INATTENTION/DISTRACTION","DRIVER INATTENTION/DISTRACTION","","","","Tue","Apr",11,"SAFE"
2015-04-07,"QUEENS",11427,40.7272232,-73.7468027,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","UNSPECIFIED","UNSPECIFIED","","Tue","Apr",11,"SAFE"
2015-04-07,"MANHATTAN",10017,40.7517478,-73.9708047,0,0,"PICK-UP TRUCK","TAXI","UNSPECIFIED","UNSPECIFIED","","","","Tue","Apr",11,"SAFE"
2015-04-07,"MANHATTAN",10002,40.7192038,-73.9903644,0,0,"TAXI","UNKNOWN","UNSPECIFIED","UNSPECIFIED","","","","Tue","Apr",11,"SAFE"
2015-04-07,"MANHATTAN",10018,40.7528546,-73.9929799,0,0,"PASSENGER VEHICLE","UNKNOWN","LOST CONSCIOUSNESS","TURNING IMPROPERLY","","","","Tue","Apr",11,"SAFE"
2015-04-07,"QUEENS",11416,40.6853545,-73.842173,0,0,"PASSENGER VEHICLE","SPORT UTILITY/STATION WAGON","DRIVER INATTENTION/DISTRACTION","UNSPECIFIED","UNSPECIFIED","","","Tue","Apr",11,"SAFE"
2015-04-07,"BROOKLYN",11212,40.6643768,-73.9237498,1,0,"PASSENGER VEHICLE","","UNSPECIFIED","","","","","Tue","Apr",11,"INJURED"
2015-04-07,"BROOKLYN",11224,40.5752183,-73.9974982,0,0,"SPORT UTILITY/STATION WAGON","PASSENGER VEHICLE","DRIVER INEXPERIENCE","DRIVER INEXPERIENCE","","","","Tue","Apr",11,"SAFE"
2015-04-07,"QUEENS",11378,40.7145061,-73.9141225,0,0,"SPORT UTILITY/STATION WAGON","SPORT UTILITY/STATION WAGON","UNSPECIFIED","UNSPECIFIED","","","","Tue","Apr",11,"SAFE"
2015-04-07,"QUEENS",11356,40.781677,-73.8386985,0,0,"SPORT UTILITY/STATION WAGON","PICK-UP TRUCK","OVERSIZED VEHICLE","UNSPECIFIED","","","","Tue","Apr",11,"SAFE"
2015-04-07,"MANHATTAN",10024,40.7863684,-73.9759751,0,0,"PASSENGER VEHICLE","UNKNOWN","UNSPECIFIED","UNSPECIFIED","","","","Tue","Apr",11,"SAFE"
2015-04-07,"QUEENS",11422,40.6754631,-73.7338404,0,0,"SPORT UTILITY/STATION WAGON","SPORT UTILITY/STATION WAGON","UNSPECIFIED","UNSPECIFIED","","","","Tue","Apr",11,"SAFE"
2015-04-07,"BRONX",10452,40.8306815,-73.9242603,0,0,"PASSENGER VEHICLE","UNKNOWN","FATIGUED/DROWSY","UNSPECIFIED","","","","Tue","Apr",11,"SAFE"
2015-04-07,"BROOKLYN",11218,40.6438943,-73.9687187,0,0,"PASSENGER VEHICLE","SPORT UTILITY/STATION WAGON","UNSPECIFIED","UNSPECIFIED","","","","Tue","Apr",12,"SAFE"
2015-04-07,"BROOKLYN",11232,40.6521655,-74.0099287,0,0,"LARGE COM VEH(6 OR MORE TIRES)","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","","","","Tue","Apr",12,"SAFE"
2015-04-07,"BRONX",10452,40.8392249,-73.9150891,0,0,"SPORT UTILITY/STATION WAGON","SPORT UTILITY/STATION WAGON","DRIVER INATTENTION/DISTRACTION","DRIVER INATTENTION/DISTRACTION","","","","Tue","Apr",12,"SAFE"
2015-04-07,"BROOKLYN",11222,40.7242651,-73.9376542,0,0,"LARGE COM VEH(6 OR MORE TIRES)","UNKNOWN","UNSPECIFIED","UNSPECIFIED","","","","Tue","Apr",12,"SAFE"
2015-04-07,"BRONX",10451,40.8236601,-73.9120558,0,0,"LIVERY VEHICLE","SMALL COM VEH(4 TIRES)","DRIVER INATTENTION/DISTRACTION","UNSPECIFIED","","","","Tue","Apr",12,"SAFE"
2015-04-07,"BRONX",10467,40.8856931,-73.8616389,0,0,"SMALL COM VEH(4 TIRES)","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","UNSPECIFIED","","","Tue","Apr",12,"SAFE"
2015-04-07,"BROOKLYN",11237,40.70688,-73.9286426,0,0,"LARGE COM VEH(6 OR MORE TIRES)","SPORT UTILITY/STATION WAGON","BACKING UNSAFELY","UNSPECIFIED","UNSPECIFIED","UNSPECIFIED","UNSPECIFIED","Tue","Apr",12,"SAFE"
2015-04-07,"QUEENS",11416,40.6853545,-73.842173,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","UNSPECIFIED","","","Tue","Apr",12,"SAFE"
2015-04-07,"MANHATTAN",10022,40.7554534,-73.9621007,0,0,"SPORT UTILITY/STATION WAGON","SPORT UTILITY/STATION WAGON","UNSPECIFIED","UNSPECIFIED","","","","Tue","Apr",12,"SAFE"
2015-04-07,"MANHATTAN",10023,40.7781668,-73.9745338,0,0,"UNKNOWN","PASSENGER VEHICLE","OVERSIZED VEHICLE","UNSPECIFIED","","","","Tue","Apr",12,"SAFE"
2015-04-07,"BROOKLYN",11201,40.690359,-73.9897375,0,0,"SPORT UTILITY/STATION WAGON","PASSENGER VEHICLE","LOST CONSCIOUSNESS","UNSPECIFIED","","","","Tue","Apr",12,"SAFE"
2015-04-07,"BROOKLYN",11235,40.5861291,-73.9501034,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","","","","Tue","Apr",12,"SAFE"
2015-04-07,"MANHATTAN",10026,40.7990005,-73.9524071,0,0,"OTHER","PASSENGER VEHICLE","LOST CONSCIOUSNESS","UNSPECIFIED","","","","Tue","Apr",12,"SAFE"
2015-04-07,"MANHATTAN",10065,40.7649883,-73.9611495,0,0,"TAXI","LARGE COM VEH(6 OR MORE TIRES)","PAVEMENT SLIPPERY","OVERSIZED VEHICLE","","","","Tue","Apr",12,"SAFE"
2015-04-07,"QUEENS",11422,40.66758,-73.7373973,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","UNSPECIFIED","UNSPECIFIED","","Tue","Apr",12,"SAFE"
2015-04-07,"MANHATTAN",10018,40.7589782,-73.9939358,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","","","","Tue","Apr",12,"SAFE"
2015-04-07,"MANHATTAN",10019,40.7655201,-73.9800367,0,0,"VAN","SPORT UTILITY/STATION WAGON","DRIVER INATTENTION/DISTRACTION","UNSPECIFIED","","","","Tue","Apr",12,"SAFE"
2015-04-07,"QUEENS",11106,40.7668175,-73.9385891,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","","","","Tue","Apr",12,"SAFE"
2015-04-07,"STATEN ISLAND",10306,40.5742086,-74.1120035,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","DRIVER INEXPERIENCE","UNSPECIFIED","","","","Tue","Apr",12,"SAFE"
2015-04-07,"MANHATTAN",10018,40.7540925,-73.9920774,0,0,"SPORT UTILITY/STATION WAGON","SPORT UTILITY/STATION WAGON","OTHER VEHICULAR","UNSPECIFIED","","","","Tue","Apr",12,"SAFE"
2015-04-07,"MANHATTAN",10021,40.7675352,-73.9532491,0,0,"TAXI","BICYCLE","DRIVER INATTENTION/DISTRACTION","PRESCRIPTION MEDICATION","","","","Tue","Apr",12,"SAFE"
2015-04-07,"BROOKLYN",11216,40.6726817,-73.95302,0,0,"SPORT UTILITY/STATION WAGON","PASSENGER VEHICLE","OTHER VEHICULAR","OTHER VEHICULAR","","","","Tue","Apr",12,"SAFE"
2015-04-07,"BRONX",10475,40.8700151,-73.8324279,0,0,"SPORT UTILITY/STATION WAGON","SPORT UTILITY/STATION WAGON","PRESCRIPTION MEDICATION","FATIGUED/DROWSY","","","","Tue","Apr",13,"SAFE"
2015-04-07,"BROOKLYN",11221,40.694731,-73.9192723,0,0,"OTHER","OTHER","UNSPECIFIED","UNSPECIFIED","","","","Tue","Apr",13,"SAFE"
2015-04-07,"QUEENS",11355,40.7563194,-73.8336777,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","","","","Tue","Apr",13,"SAFE"
2015-04-07,"BROOKLYN",11215,40.6767799,-73.9834738,0,0,"PASSENGER VEHICLE","","UNSPECIFIED","","","","","Tue","Apr",13,"SAFE"
2015-04-07,"QUEENS",11434,40.6596509,-73.7738282,1,0,"PASSENGER VEHICLE","OTHER","UNSPECIFIED","UNSPECIFIED","","","","Tue","Apr",13,"INJURED"
2015-04-07,"MANHATTAN",10032,40.83856,-73.9458556,0,0,"OTHER","PASSENGER VEHICLE","OVERSIZED VEHICLE","UNSPECIFIED","","","","Tue","Apr",13,"SAFE"
2015-04-07,"BROOKLYN",11235,40.5765501,-73.966378,0,0,"PASSENGER VEHICLE","OTHER","UNSPECIFIED","UNSPECIFIED","","","","Tue","Apr",13,"SAFE"
2015-04-07,"BRONX",10467,40.8730592,-73.8786343,0,0,"PASSENGER VEHICLE","","AGGRESSIVE DRIVING/ROAD RAGE","","","","","Tue","Apr",13,"SAFE"
2015-04-07,"BROOKLYN",11226,40.6457966,-73.9601919,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","","","","Tue","Apr",13,"SAFE"
2015-04-07,"QUEENS",11379,40.7124417,-73.894019,3,0,"SPORT UTILITY/STATION WAGON","SPORT UTILITY/STATION WAGON","AGGRESSIVE DRIVING/ROAD RAGE","TURNING IMPROPERLY","","","","Tue","Apr",13,"INJURED"
2015-04-07,"MANHATTAN",10013,40.7193963,-74.0018831,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","LOST CONSCIOUSNESS","UNSPECIFIED","","","","Tue","Apr",13,"SAFE"
2015-04-07,"BROOKLYN",11233,40.6694768,-73.9199662,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","UNSPECIFIED","UNSPECIFIED","","","","Tue","Apr",13,"SAFE"
2015-04-07,"BROOKLYN",11219,40.6321095,-74.0070218,0,0,"LIVERY VEHICLE","SPORT UTILITY/STATION WAGON","UNSPECIFIED","UNSPECIFIED","","","","Tue","Apr",13,"SAFE"
2015-04-07,"STATEN ISLAND",10306,40.5758147,-74.1197852,0,0,"PASSENGER VEHICLE","PASSENGER VEHICLE","DRIVER INATTENTION/DISTRACTION","UNSPECIFIED","","","","Tue","Apr",13,"SAFE"
2015-04-07,"BROOKLYN",11224,40.574985,-73.9996148,2,0,"SPORT UTILITY/STATION WAGON","OTHER","TRAFFIC CONTROL DISREGARDED","BACKING UNSAFELY","","","","Tue","Apr",13,"INJURED"
2015-04-07,"BROOKLYN",11249,40.7016614,-73.9614533,0,0,"SPORT UTILITY/STATION WAGON","SPORT UTILITY/STATION WAGON","LOST CONSCIOUSNESS","UNSPECIFIED","","","","Tue","Apr",13,"SAFE"
2015-04-07,"MANHATTAN",10024,40.7813117,-73.9722542,0,0,"PASSENGER VEHICLE","","UNSPECIFIED","","","","","Tue","Apr",13,"SAFE"
